Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,DateTime,Year,Month,Hour,Weekday,Delay Category
Saturday,GREENWOOD YARD,SUG,0,0,Unknown,BD,0,2025-09-13 21:07:00,2025,9,21,Saturday,No Delay
Saturday,COLLEGE STATION,MUIS,0,0,Unknown,YU,0,2025-09-13 21:19:00,2025,9,21,Saturday,No Delay
Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,Unknown,YU/BD,0,2025-09-13 22:00:00,2025,9,22,Saturday,No Delay
Saturday,PAPE STATION,MUIS,0,0,Unknown,BD,0,2025-09-13 22:04:00,2025,9,22,Saturday,No Delay
Saturday,DUFFERIN STATION,SUDP,8,14,W,BD,5140,2025-09-13 22:06:00,2025,9,22,Saturday,Medium
Saturday,CHRISTIE STATION,MUIS,0,0,Unknown,BD,0,2025-09-13 22:52:00,2025,9,22,Saturday,No Delay
Saturday,RUNNYMEDE STATION,SUDP,4,10,W,BD,5062,2025-09-13 23:04:00,2025,9,23,Saturday,Small
Saturday,KEELE STATION,MUPAA,0,0,E,BD,5343,2025-09-13 23:41:00,2025,9,23,Saturday,No Delay
Saturday,QUEEN STATION,PUMST,0,0,Unknown,YU,0,2025-09-13 23:55:00,2025,9,23,Saturday,No Delay
Saturday,FINCH STATION,MUIS,0,0,Unknown,YU,0,2025-09-13 00:35:00,2025,9,0,Saturday,No Delay
Saturday,KENNEDY BD STATION,MUIR,6,12,W,BD,5339,2025-09-13 00:54:00,2025,9,0,Saturday,Medium
Saturday,JANE STATION,SUO,0,0,Unknown,BD,0,2025-09-13 01:16:00,2025,9,1,Saturday,No Delay
Saturday,OSGOODE STATION,MUIRS,0,0,Unknown,YU,0,2025-09-13 01:18:00,2025,9,1,Saturday,No Delay
Saturday,FINCH STATION,SUO,0,0,Unknown,YU,0,2025-09-13 01:55:00,2025,9,1,Saturday,No Delay
Saturday,LESLIE STATION,PUOPO,4,9,E,SHP,6166,2025-09-13 09:13:00,2025,9,9,Saturday,Small
Sunday,ST GEORGE BD STATION,SUG,4,8,W,BD,5357,2025-09-14 06:57:00,2025,9,6,Sunday,Small
Sunday,NORTH YORK CTR STATION,MUIS,0,0,N,YU,0,2025-09-14 08:08:00,2025,9,8,Sunday,No Delay
Sunday,VICTORIA PARK STATION,PUSI,5,9,E,BD,5192,2025-09-14 08:14:00,2025,9,8,Sunday,Small
Sunday,VICTORIA PARK STATION,PUSI,6,10,E,BD,5282,2025-09-14 08:23:00,2025,9,8,Sunday,Medium
Sunday,DAVISVILLE YARD,SUG,0,0,Unknown,Unknown,5395,2025-09-14 08:28:00,2025,9,8,Sunday,No Delay
Sunday,QUEEN'S PARK STATION,PUMO,0,0,N,YU,6011,2025-09-14 08:49:00,2025,9,8,Sunday,No Delay
Sunday,QUEEN'S PARK STATION,PUMO,3,9,N,YU,5906,2025-09-14 09:43:00,2025,9,9,Sunday,Small
Sunday,ST GEORGE BD STATION,SUDP,3,7,E,BD,5069,2025-09-14 10:50:00,2025,9,10,Sunday,Small
Sunday,UNION STATION,EUNT,9,13,N,YU,5781,2025-09-14 11:50:00,2025,9,11,Sunday,Medium
Sunday,ROYAL YORK STATION,MUIS,6,10,E,BD,5192,2025-09-14 12:04:00,2025,9,12,Sunday,Medium
Sunday,SHEPPARD WEST STATION,SUDP,0,0,Unknown,YU,0,2025-09-14 12:10:00,2025,9,12,Sunday,No Delay
Sunday,BATHURST STATION,SUO,0,0,E,BD,5092,2025-09-14 13:02:00,2025,9,13,Sunday,No Delay
Sunday,OSGOODE STATION,MUIRS,0,0,Unknown,YU,0,2025-09-14 13:05:00,2025,9,13,Sunday,No Delay
Sunday,YORK UNIVERSITY STATIO,MUNCA,0,0,Unknown,YU,0,2025-09-14 13:11:00,2025,9,13,Sunday,No Delay
Sunday,BROADVIEW STATION,PUSO,3,8,E,BD,5137,2025-09-14 13:44:00,2025,9,13,Sunday,Small
Sunday,KING STATION,MUPAA,0,0,N,YU,5651,2025-09-14 14:10:00,2025,9,14,Sunday,No Delay
Sunday,SPADINA BD STATION,SUO,3,7,E,BD,5059,2025-09-14 14:42:00,2025,9,14,Sunday,Small
Sunday,CHESTER STATION,SUDP,9,13,E,BD,5286,2025-09-14 15:13:00,2025,9,15,Sunday,Medium
Sunday,CHESTER STATION,SUO,0,0,E,BD,5341,2025-09-14 15:22:00,2025,9,15,Sunday,No Delay
Sunday,DUNDAS WEST STATION,SUAP,0,0,W,BD,0,2025-09-14 15:52:00,2025,9,15,Sunday,No Delay
Sunday,KENNEDY BD STATION,MUIR,4,8,W,BD,5045,2025-09-14 16:59:00,2025,9,16,Sunday,Small
Sunday,WOODBINE STATION,EUSC,0,0,E,BD,5137,2025-09-14 17:21:00,2025,9,17,Sunday,No Delay
Sunday,ROSEDALE STATION,MUIS,0,0,Unknown,YU,0,2025-09-14 17:30:00,2025,9,17,Sunday,No Delay
Sunday,BAY STATION,SUDP,4,9,W,BD,5044,2025-09-14 19:18:00,2025,9,19,Sunday,Small
Sunday,SHEPPARD STATION,MUIS,0,0,N,YU,0,2025-09-14 20:02:00,2025,9,20,Sunday,No Delay
Sunday,YORK MILLS STATION,MUIS,0,0,Unknown,YU,0,2025-09-14 20:10:00,2025,9,20,Sunday,No Delay
Sunday,ST PATRICK STATION,MUIRS,0,0,N,YU,0,2025-09-14 21:44:00,2025,9,21,Sunday,No Delay
Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,Unknown,YU/BD,0,2025-09-14 22:00:00,2025,9,22,Sunday,No Delay
Sunday,OLD MILL STATION,TUSC,0,0,W,BD,5025,2025-09-14 23:34:00,2025,9,23,Sunday,No Delay
Sunday,QUEEN'S PARK STATION,SUDP,0,0,N,YU,0,2025-09-14 01:09:00,2025,9,1,Sunday,No Delay
Sunday,SHEPPARD-YONGE STATION,EUDO,4,9,E,SHP,6176,2025-09-14 10:35:00,2025,9,10,Sunday,Small
Sunday,DON MILLS STATION,TUO,3,8,E,SHP,6176,2025-09-14 16:13:00,2025,9,16,Sunday,Small
Sunday,BAYVIEW STATION,PUOPO,3,8,W,SHP,6171,2025-09-14 18:10:00,2025,9,18,Sunday,Small
Sunday,BAYVIEW STATION,PUOPO,4,9,W,SHP,6171,2025-09-14 21:08:00,2025,9,21,Sunday,Small
Monday,FINCH STATION,PUOPO,0,0,S,YU,5411,2025-09-15 05:31:00,2025,9,5,Monday,No Delay
Monday,KENNEDY BD STATION,TUSC,0,0,W,BD,5298,2025-09-15 05:46:00,2025,9,5,Monday,No Delay
Monday,DUNDAS WEST STATION,MUSC,0,0,W,BD,5131,2025-09-15 06:09:00,2025,9,6,Monday,No Delay
Monday,SHEPPARD WEST STATION,PUSAC,4,6,S,YU,5561,2025-09-15 06:16:00,2025,9,6,Monday,Small
Monday,UNION STATION,MUIS,0,0,Unknown,YU,0,2025-09-15 06:42:00,2025,9,6,Monday,No Delay
Monday,WARDEN STATION,MUSC,0,0,E,BD,5285,2025-09-15 07:08:00,2025,9,7,Monday,No Delay
Monday,WILSON STATION,PUOPO,0,0,S,YU,5621,2025-09-15 07:49:00,2025,9,7,Monday,No Delay
Monday,VICTORIA PARK STATION,TUMVS,3,5,W,BD,5044,2025-09-15 07:57:00,2025,9,7,Monday,Small
Monday,ST GEORGE YUS STATION,MUIR,0,0,S,YU,5426,2025-09-15 08:07:00,2025,9,8,Monday,No Delay
Monday,FINCH STATION,MUD,0,0,S,YU,5906,2025-09-15 08:38:00,2025,9,8,Monday,No Delay
Monday,SHEPPARD STATION,MUDD,5,7,N,YU,5911,2025-09-15 08:52:00,2025,9,8,Monday,Small
Monday,BLOOR STATION,SUO,0,0,S,YU,5656,2025-09-15 09:08:00,2025,9,9,Monday,No Delay
Monday,ST GEORGE YUS STATION,SUO,4,7,N,YU,5916,2025-09-15 09:45:00,2025,9,9,Monday,Small
Monday,FINCH STATION,SUAE,0,0,Unknown,YU,0,2025-09-15 09:46:00,2025,9,9,Monday,No Delay
Monday,WELLESLEY STATION,MUI,3,8,S,YU,5536,2025-09-15 10:19:00,2025,9,10,Monday,Small
Monday,BROADVIEW STATION,PUMEL,0,0,Unknown,BD,0,2025-09-15 10:38:00,2025,9,10,Monday,No Delay
Monday,BATHURST STATION,SUO,0,0,Unknown,BD,0,2025-09-15 11:36:00,2025,9,11,Monday,No Delay
Monday,WARDEN STATION,TUSC,4,8,W,BD,5062,2025-09-15 12:13:00,2025,9,12,Monday,Small
Monday,BROADVIEW STATION,PUMST,0,0,W,BD,0,2025-09-15 13:06:00,2025,9,13,Monday,No Delay
Monday,COXWELL STATION,TUNCA,0,0,Unknown,BD,0,2025-09-15 13:20:00,2025,9,13,Monday,No Delay
Monday,ST GEORGE BD STATION,SUDP,3,7,E,BD,5341,2025-09-15 13:21:00,2025,9,13,Monday,Small
Monday,WILSON CARHOUSE,EUO,0,0,Unknown,YU,0,2025-09-15 13:35:00,2025,9,13,Monday,No Delay
Monday,KEELE STATION,MUPAA,0,0,E,BD,5285,2025-09-15 13:52:00,2025,9,13,Monday,No Delay
Monday,ST ANDREW STATION,MUPAA,4,9,N,YU,5866,2025-09-15 13:53:00,2025,9,13,Monday,Small
Monday,BROADVIEW STATION,TUNCA,0,0,Unknown,BD,0,2025-09-15 14:05:00,2025,9,14,Monday,No Delay
Monday,EGLINTON STATION,SUAE,0,0,Unknown,YU,0,2025-09-15 14:38:00,2025,9,14,Monday,No Delay
Monday,WARDEN STATION,MUPAA,3,7,W,BD,5227,2025-09-15 15:05:00,2025,9,15,Monday,Small
Monday,EGLINTON WEST STATION,PUOPO,0,0,N,YU,6081,2025-09-15 15:10:00,2025,9,15,Monday,No Delay
Monday,SHEPPARD WEST STATION,TUOS,5,9,N,YU,5836,2025-09-15 15:16:00,2025,9,15,Monday,Small
Monday,YONGE BD STATION,SUDP,8,12,W,BD,5298,2025-09-15 15:16:00,2025,9,15,Monday,Medium
Monday,WILSON CARHOUSE,MUIE,0,0,Unknown,Unknown,0,2025-09-15 16:02:00,2025,9,16,Monday,No Delay
Monday,KIPLING STATION,TUSC,6,9,W,BD,5140,2025-09-15 16:05:00,2025,9,16,Monday,Medium
Monday,OLD MILL STATION,TUSC,0,0,W,BD,5084,2025-09-15 16:13:00,2025,9,16,Monday,No Delay
Monday,YORKDALE STATION,MUIR,3,5,S,YU,5641,2025-09-15 16:20:00,2025,9,16,Monday,Small
Monday,KEELE STATION,PUMEL,0,0,Unknown,BD,0,2025-09-15 16:33:00,2025,9,16,Monday,No Delay
Monday,UNION STATION,SUAP,0,0,N,YU,5501,2025-09-15 16:45:00,2025,9,16,Monday,No Delay
Monday,QUEEN'S PARK STATION,MUPF,0,0,S,YU,5621,2025-09-15 16:57:00,2025,9,16,Monday,No Delay
Monday,LANSDOWNE STATION,SUUT,10,13,E,BD,5120,2025-09-15 17:04:00,2025,9,17,Monday,Medium
Monday,FINCH STATION,SUG,2,4,S,YU,5476,2025-09-15 17:12:00,2025,9,17,Monday,Small
Monday,DUNDAS WEST STATION,TUMVS,4,7,E,BD,5353,2025-09-15 17:29:00,2025,9,17,Monday,Small
Monday,CHESTER STATION,MUI,8,11,E,BD,5146,2025-09-15 17:33:00,2025,9,17,Monday,Medium
Monday,DUFFERIN STATION,MUO,5,8,E,BD,5353,2025-09-15 17:35:00,2025,9,17,Monday,Small
Monday,EGLINTON WEST STATION,MUSAN,4,6,S,YU,5441,2025-09-15 17:37:00,2025,9,17,Monday,Small
Monday,FINCH STATION,EUDO,3,6,S,YU,5626,2025-09-15 17:43:00,2025,9,17,Monday,Small
Monday,NORTH YORK CTR STATION,EUCD,3,5,S,YU,5626,2025-09-15 17:49:00,2025,9,17,Monday,Small
Monday,FINCH STATION,PUOPO,0,0,S,YU,5636,2025-09-15 17:55:00,2025,9,17,Monday,No Delay
Monday,CHESTER STATION,TUSC,0,0,E,BD,5056,2025-09-15 18:23:00,2025,9,18,Monday,No Delay
Monday,WILSON STATION,PUOPO,0,0,N,YU,5711,2025-09-15 18:36:00,2025,9,18,Monday,No Delay
Monday,WILSON STATION,PUOPO,0,0,N,YU,5711,2025-09-15 18:41:00,2025,9,18,Monday,No Delay
Monday,WILSON STATION,PUOPO,0,0,N,YU,5556,2025-09-15 18:44:00,2025,9,18,Monday,No Delay
Monday,DONLANDS STATION,MUIS,0,0,Unknown,BD,0,2025-09-15 18:52:00,2025,9,18,Monday,No Delay
Monday,BAY STATION,SUAP,5,8,E,BD,5306,2025-09-15 19:10:00,2025,9,19,Monday,Small
Monday,PAPE STATION,PUMEL,0,0,Unknown,BD,0,2025-09-15 19:13:00,2025,9,19,Monday,No Delay
Monday,KIPLING STATION,MUTO,4,8,E,BD,5353,2025-09-15 19:16:00,2025,9,19,Monday,Small
Monday,QUEEN STATION,PUOPO,0,0,N,YU,5936,2025-09-15 19:32:00,2025,9,19,Monday,No Delay
Monday,UNION STATION,MUIS,0,0,Unknown,YU,0,2025-09-15 20:24:00,2025,9,20,Monday,No Delay
Monday,ROSEDALE STATION,SUDP,3,6,S,YU,6081,2025-09-15 20:32:00,2025,9,20,Monday,Small
Monday,BATHURST STATION,SUO,0,0,Unknown,BD,0,2025-09-15 20:53:00,2025,9,20,Monday,No Delay
Monday,WARDEN STATION,TUCC,9,14,E,BD,5276,2025-09-15 21:18:00,2025,9,21,Monday,Medium
Monday,CHRISTIE STATION,TUSC,3,8,E,BD,5039,2025-09-15 21:23:00,2025,9,21,Monday,Small
Monday,BAY STATION,MUIR,5,10,E,BD,5200,2025-09-15 21:56:00,2025,9,21,Monday,Small
Monday,YONGE-UNIVERSITY AND B,MUO,0,0,Unknown,YU/BD,0,2025-09-15 22:00:00,2025,9,22,Monday,No Delay
Monday,VMC STATION,MUIS,0,0,Unknown,YU,0,2025-09-15 22:34:00,2025,9,22,Monday,No Delay
Monday,DUNDAS STATION,PUMST,0,0,Unknown,YU,0,2025-09-15 23:24:00,2025,9,23,Monday,No Delay
Monday,YORKDALE STATION,SUO,0,0,Unknown,YU,0,2025-09-15 23:25:00,2025,9,23,Monday,No Delay
Monday,NORTH YORK CTR STATION,MUIRS,0,0,Unknown,YU,0,2025-09-15 23:29:00,2025,9,23,Monday,No Delay
Monday,SHEPPARD STATION,SUDP,4,11,N,YU,5816,2025-09-15 00:08:00,2025,9,0,Monday,Small
Monday,OSSINGTON STATION,SUDP,0,0,Unknown,BD,0,2025-09-15 00:40:00,2025,9,0,Monday,No Delay
Monday,CASTLE FRANK STATION,MUIE,0,0,Unknown,BD,0,2025-09-15 01:23:00,2025,9,1,Monday,No Delay
Monday,LESLIE STATION (APPROA,TUO,3,8,W,SHP,6196,2025-09-15 09:40:00,2025,9,9,Monday,Small
Monday,SHEPPARD-YONGE STATION,MUSAN,3,6,E,SHP,6191,2025-09-15 10:55:00,2025,9,10,Monday,Small
Monday,DON MILLS STATION,TUSC,0,0,W,SHP,6161,2025-09-15 18:22:00,2025,9,18,Monday,No Delay
Monday,BAYVIEW STATION,MUO,0,0,Unknown,SHP,0,2025-09-15 18:41:00,2025,9,18,Monday,No Delay
Monday,LESLIE STATION,MUPF,0,0,W,SHP,6196,2025-09-15 23:15:00,2025,9,23,Monday,No Delay
Monday,WELBECK,SUG,0,0,Unknown,SHP,6186,2025-09-15 23:59:00,2025,9,23,Monday,No Delay
Tuesday,VICTORIA PARK STATION,EUVE,0,0,W,BD,6,2025-09-16 04:19:00,2025,9,4,Tuesday,No Delay
Tuesday,YORKDALE STATION,EUVE,0,0,Unknown,YU,0,2025-09-16 04:22:00,2025,9,4,Tuesday,No Delay
Tuesday,OSSINGTON STATION,PUSSW,17,0,W,BD,5156,2025-09-16 05:11:00,2025,9,5,Tuesday,Severe
Tuesday,NORTH YORK CTR STATION,PUOPO,7,0,S,YU,5676,2025-09-16 05:33:00,2025,9,5,Tuesday,Medium
Tuesday,EGLINTON STATION,PUTWZ,4,0,N,YU,5516,2025-09-16 05:38:00,2025,9,5,Tuesday,Small
Tuesday,VICTORIA PARK STATION,PUTWZ,5,10,W,BD,5182,2025-09-16 05:47:00,2025,9,5,Tuesday,Small
Tuesday,WILSON STATION,PUTWZ,52,0,S,YU,5516,2025-09-16 05:54:00,2025,9,5,Tuesday,Severe
Tuesday,UNION STATION,PUTWZ,8,0,N,YU,5951,2025-09-16 05:55:00,2025,9,5,Tuesday,Medium
Tuesday,ST GEORGE BD STATION,PUSSW,23,0,W,BD,5156,2025-09-16 05:56:00,2025,9,5,Tuesday,Severe
Tuesday,DAVISVILLE STATION,EUBK,43,48,S,YU,5596,2025-09-16 05:58:00,2025,9,5,Tuesday,Severe
Tuesday,VMC STATION,PUOPO,0,0,S,YU,5446,2025-09-16 06:02:00,2025,9,6,Tuesday,No Delay
Tuesday,VICTORIA PARK STATION,MUSC,0,0,E,BD,5073,2025-09-16 06:38:00,2025,9,6,Tuesday,No Delay
Tuesday,UNION STATION,TUO,3,5,N,YU,5666,2025-09-16 07:34:00,2025,9,7,Tuesday,Small
Tuesday,OSSINGTON STATION,MUD,5,7,E,BD,5108,2025-09-16 07:51:00,2025,9,7,Tuesday,Small
Tuesday,ISLINGTON STATION,SUO,0,0,Unknown,BD,0,2025-09-16 08:04:00,2025,9,8,Tuesday,No Delay
Tuesday,BLOOR STATION,EUO,12,15,N,YU,5571,2025-09-16 08:13:00,2025,9,8,Tuesday,Medium
Tuesday,ROSEDALE STATION,EUCD,4,7,N,YU,5571,2025-09-16 08:23:00,2025,9,8,Tuesday,Small
Tuesday,PAPE STATION,MUIS,0,0,Unknown,BD,0,2025-09-16 08:35:00,2025,9,8,Tuesday,No Delay
Tuesday,EGLINTON STATION,MUD,0,0,S,YU,5501,2025-09-16 08:40:00,2025,9,8,Tuesday,No Delay
Tuesday,EGLINTON STATION,MUPAA,4,7,S,YU,5441,2025-09-16 08:57:00,2025,9,8,Tuesday,Small
Tuesday,BATHURST STATION,MUIS,0,0,Unknown,BD,0,2025-09-16 09:18:00,2025,9,9,Tuesday,No Delay
Tuesday,WARDEN STATION,PUTD,4,8,W,BD,5313,2025-09-16 09:29:00,2025,9,9,Tuesday,Small
Tuesday,BAY STATION,SUO,0,0,Unknown,BD,0,2025-09-16 10:04:00,2025,9,10,Tuesday,No Delay
Tuesday,FINCH WEST STATION,SUDP,4,6,N,YU,5926,2025-09-16 10:15:00,2025,9,10,Tuesday,Small
Tuesday,WARDEN STATION,MUPAA,0,0,W,BD,5025,2025-09-16 10:47:00,2025,9,10,Tuesday,No Delay
Tuesday,WOODBINE STATION,MUPAA,0,0,W,BD,5213,2025-09-16 11:00:00,2025,9,11,Tuesday,No Delay
Tuesday,WARDEN STATION,PUTDN,19,23,W,BD,5016,2025-09-16 11:15:00,2025,9,11,Tuesday,Severe
Tuesday,VMC STATION,TUATC,0,0,N,YU,5471,2025-09-16 11:19:00,2025,9,11,Tuesday,No Delay
Tuesday,DAVISVILLE STATION,SUDP,0,0,N,YU,5826,2025-09-16 11:27:00,2025,9,11,Tuesday,No Delay
Tuesday,BATHURST STATION,SUO,0,0,Unknown,BD,0,2025-09-16 11:29:00,2025,9,11,Tuesday,No Delay
Tuesday,VICTORIA PARK STATION,MUIR,4,8,W,BD,5319,2025-09-16 12:01:00,2025,9,12,Tuesday,Small
Tuesday,FINCH STATION,EUVA,5,10,S,YU,5926,2025-09-16 12:01:00,2025,9,12,Tuesday,Small
Tuesday,KEELE STATION,MUSAN,4,8,W,BD,5046,2025-09-16 12:35:00,2025,9,12,Tuesday,Small
Tuesday,MAIN STREET STATION,MUIS,0,0,Unknown,BD,0,2025-09-16 12:44:00,2025,9,12,Tuesday,No Delay
Tuesday,UNION STATION,SUAP,0,0,N,YU,5673,2025-09-16 12:54:00,2025,9,12,Tuesday,No Delay
Tuesday,SHERBOURNE STATION,SUUT,0,0,W,BD,5341,2025-09-16 15:07:00,2025,9,15,Tuesday,No Delay
Tuesday,WELLESLEY STATION,SUO,0,0,Unknown,YU,0,2025-09-16 15:13:00,2025,9,15,Tuesday,No Delay
Tuesday,COXWELL STATION,MUIRS,0,0,Unknown,BD,0,2025-09-16 15:16:00,2025,9,15,Tuesday,No Delay
Tuesday,KIPLING STATION,MUIR,3,7,W,BD,5197,2025-09-16 15:22:00,2025,9,15,Tuesday,Small
Tuesday,SUMMERHILL STATION,SUAP,0,0,S,YU,5731,2025-09-16 15:30:00,2025,9,15,Tuesday,No Delay
Tuesday,KENNEDY BD STATION,SUPOL,3,6,W,BD,5319,2025-09-16 15:42:00,2025,9,15,Tuesday,Small
Tuesday,DAVISVILLE STATION,SUUT,6,9,S,YU,5471,2025-09-16 16:16:00,2025,9,16,Tuesday,Medium
Tuesday,KENNEDY BD STATION,TUSC,0,0,E,BD,5171,2025-09-16 16:24:00,2025,9,16,Tuesday,No Delay
Tuesday,VICTORIA PARK STATION,MUSC,0,0,E,BD,5020,2025-09-16 17:33:00,2025,9,17,Tuesday,No Delay
Tuesday,KIPLING STATION,MUI,0,0,E,BD,5345,2025-09-16 17:38:00,2025,9,17,Tuesday,No Delay
Tuesday,ROYAL YORK STATION,MUFS,0,0,Unknown,BD,0,2025-09-16 18:04:00,2025,9,18,Tuesday,No Delay
Tuesday,YONGE BD STATION,SUDP,3,6,E,BD,5194,2025-09-16 18:16:00,2025,9,18,Tuesday,Small
Tuesday,GREENWOOD STATION,SUAP,11,14,E,BD,5345,2025-09-16 18:21:00,2025,9,18,Tuesday,Medium
Tuesday,ST CLAIR WEST STATION,MUIS,0,0,Unknown,YU,0,2025-09-16 18:44:00,2025,9,18,Tuesday,No Delay
Tuesday,VMC STATION,PUOPO,0,0,S,YU,5401,2025-09-16 19:59:00,2025,9,19,Tuesday,No Delay
Tuesday,ISLINGTON STATION,SUDP,0,0,W,BD,0,2025-09-16 21:18:00,2025,9,21,Tuesday,No Delay
Tuesday,ST GEORGE BD STATION,MUSC,0,0,W,BD,5003,2025-09-16 21:21:00,2025,9,21,Tuesday,No Delay
Tuesday,JANE STATION,SUDP,0,0,Unknown,BD,0,2025-09-16 21:36:00,2025,9,21,Tuesday,No Delay
Tuesday,FINCH WEST STATION,SUO,0,0,N,YU,5711,2025-09-16 21:58:00,2025,9,21,Tuesday,No Delay
Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,Unknown,YU/BD,0,2025-09-16 22:00:00,2025,9,22,Tuesday,No Delay
Tuesday,DUNDAS STATION,PUMST,0,0,Unknown,YU,0,2025-09-16 22:02:00,2025,9,22,Tuesday,No Delay
Tuesday,FINCH WEST STATION,XXXXX,0,0,E,YU,6511,2025-09-16 22:05:00,2025,9,22,Tuesday,No Delay
Tuesday,DUNDAS STATION,PUOPO,3,9,N,YU,5776,2025-09-16 22:44:00,2025,9,22,Tuesday,Small
Tuesday,WARDEN STATION,MUIE,0,0,Unknown,BD,0,2025-09-16 23:44:00,2025,9,23,Tuesday,No Delay
Tuesday,ST CLAIR STATION,MUIS,0,0,Unknown,YU,0,2025-09-16 23:45:00,2025,9,23,Tuesday,No Delay
Tuesday,KING STATION,PUTWZ,6,12,N,YU,5741,2025-09-16 23:53:00,2025,9,23,Tuesday,Medium
Tuesday,SHERBOURNE STATION,PUMEL,0,0,Unknown,BD,0,2025-09-16 23:55:00,2025,9,23,Tuesday,No Delay
Tuesday,DUNDAS STATION,SUDP,9,15,N,YU,6081,2025-09-16 00:05:00,2025,9,0,Tuesday,Medium
Tuesday,DAVISVILLE STATION,SUO,5,11,S,YU,6086,2025-09-16 00:46:00,2025,9,0,Tuesday,Small
Tuesday,SPADINA BD STATION,SUDP,3,9,W,BD,5275,2025-09-16 00:55:00,2025,9,0,Tuesday,Small
Tuesday,LINE 1 - YONGE-UNIVERS,MUCP,0,0,Unknown,YU,0,2025-09-16 00:59:00,2025,9,0,Tuesday,No Delay
Tuesday,COXWELL STATION,SUSP,4,10,E,BD,5213,2025-09-16 01:12:00,2025,9,1,Tuesday,Small
Tuesday,ST CLAIR WEST STATION,PUMEL,0,0,Unknown,YU,0,2025-09-16 01:33:00,2025,9,1,Tuesday,No Delay
Tuesday,FINCH STATION,MUIS,0,0,Unknown,YU,0,2025-09-16 01:48:00,2025,9,1,Tuesday,No Delay
Tuesday,BAYVIEW STATION,PUOPO,3,8,W,SHP,6196,2025-09-16 18:44:00,2025,9,18,Tuesday,Small
Tuesday,SHEPPARD-YONGE STATION,MUSAN,5,10,E,SHP,6166,2025-09-16 00:38:00,2025,9,0,Tuesday,Small
Wednesday,SHEPPARD WEST STATION,SUDP,0,0,Unknown,YU,0,2025-09-17 02:24:00,2025,9,2,Wednesday,No Delay
Wednesday,SHEPPARD WEST STATION,SUG,0,0,Unknown,YU,0,2025-09-17 02:40:00,2025,9,2,Wednesday,No Delay
Wednesday,FINCH STATION,PUTS,0,0,Unknown,YU,0,2025-09-17 03:16:00,2025,9,3,Wednesday,No Delay
Wednesday,ISLINGTON STATION,SUG,0,0,Unknown,BD,0,2025-09-17 05:47:00,2025,9,5,Wednesday,No Delay
Wednesday,GREENWOOD YARD,MUSC,0,0,W,BD,5064,2025-09-17 07:06:00,2025,9,7,Wednesday,No Delay
Wednesday,BLOOR STATION,MUDD,4,7,S,YU,5481,2025-09-17 07:18:00,2025,9,7,Wednesday,Small
Wednesday,BLOOR STATION,SUO,0,0,S,YU,5891,2025-09-17 07:37:00,2025,9,7,Wednesday,No Delay
Wednesday,DUNDAS STATION,MUIR,4,7,S,YU,5831,2025-09-17 08:23:00,2025,9,8,Wednesday,Small
Wednesday,OSSINGTON STATION,MUIR,0,0,E,BD,5213,2025-09-17 09:37:00,2025,9,9,Wednesday,No Delay
Wednesday,FINCH STATION,SUAE,0,0,Unknown,YU,0,2025-09-17 10:40:00,2025,9,10,Wednesday,No Delay
Wednesday,NORTH YORK CTR STATION,SUO,0,0,Unknown,YU,0,2025-09-17 12:38:00,2025,9,12,Wednesday,No Delay
Wednesday,OSSINGTON STATION,SUO,0,0,Unknown,BD,0,2025-09-17 13:18:00,2025,9,13,Wednesday,No Delay
Wednesday,OSGOODE STATION,PUOPO,4,9,N,YU,5481,2025-09-17 13:20:00,2025,9,13,Wednesday,Small
Wednesday,DUNDAS STATION,SUO,0,0,Unknown,YU,0,2025-09-17 13:35:00,2025,9,13,Wednesday,No Delay
Wednesday,ROSEDALE STATION,MUPAA,0,0,S,YU,5766,2025-09-17 14:08:00,2025,9,14,Wednesday,No Delay
Wednesday,WARDEN STATION,MUSC,0,0,E,BD,5059,2025-09-17 14:44:00,2025,9,14,Wednesday,No Delay
Wednesday,KIPLING STATION,MUPAA,0,0,E,BD,5215,2025-09-17 15:00:00,2025,9,15,Wednesday,No Delay
Wednesday,WARDEN STATION,MUSC,0,0,E,BD,5103,2025-09-17 15:22:00,2025,9,15,Wednesday,No Delay
Wednesday,FINCH STATION,MUIRS,0,0,Unknown,YU,0,2025-09-17 15:34:00,2025,9,15,Wednesday,No Delay
Wednesday,DOWNSVIEW PARK STATION,PUOPO,0,0,N,YU,5671,2025-09-17 15:42:00,2025,9,15,Wednesday,No Delay
Wednesday,EGLINTON WEST STATION,TUS,3,7,S,YU,5681,2025-09-17 16:16:00,2025,9,16,Wednesday,Small
Wednesday,BLOOR STATION,SUDP,3,7,N,YU,5431,2025-09-17 16:19:00,2025,9,16,Wednesday,Small
Wednesday,ROSEDALE STATION,SUDP,0,0,N,YU,5431,2025-09-17 16:30:00,2025,9,16,Wednesday,No Delay
Wednesday,VICTORIA PARK STATION,TUMVS,0,0,W,BD,5048,2025-09-17 17:05:00,2025,9,17,Wednesday,No Delay
Wednesday,250 BLOOR ST E,MUO,0,0,Unknown,BD,0,2025-09-17 17:06:00,2025,9,17,Wednesday,No Delay
Wednesday,ST GEORGE BD STATION,MUD,5,8,E,BD,5342,2025-09-17 18:08:00,2025,9,18,Wednesday,Small
